"Nom_com";"id_insee";"annee";"PO";"LP";"LH";"LC";"Autres";"totalRP";"PO_coll";"LP_coll";"LH_coll";"LC_coll";"Autres_coll";"total_RP_coll";"PO_ind";"LP_ind";"LH_ind";"LC_ind";"Autres_ind";"total_RP_ind";"PO_1_piece";"LP_1_piece";"LH_1_piece";"LC_1_piece";"Autres_1_piece";"total_RP_1_piece";"PO_2_pieces";"LP_2_pieces";"LH_2_pieces";"LC_2_pieces";"Autres_2_pieces";"total_RP_2_pieces";"PO_3_pieces";"LP_3_pieces";"LH_3_pieces";"LC_3_pieces";"Autres_3_pieces";"total_RP_3_pieces";"PO_4_pieces";"LP_4_pieces";"LH_4_pieces";"LC_4_pieces";"Autres_4_pieces";"total_RP_4_pieces";"PO_5_pieces";"LP_5_pieces";"LH_5_pieces";"LC_5_pieces";"Autres_5_pieces";"total_RP_5_pieces";"PO_6et+_pieces";"LP_6et+_pieces";"LH_6et+_pieces";"LC_6et+_pieces";"Autres_6et+_pieces";"total_RP_6et+_pieces";"PO_nbpi_ecart_type";"LP_nbpi_ecart_type";"LH_nbpi_ecart_type";"LC_nbpi_ecart_type";"Autres_nbpi_ecart_type";"total_RP_nbpi_ecart_type";"PO_nbpi_moyenne";"LP_nbpi_moyenne";"LH_nbpi_moyenne";"LC_nbpi_moyenne";"Autres_nbpi_moyenne";"total_RP_nbpi_moyenne";"PO_nbpi_mediane";"LP_nbpi_mediane";"LH_nbpi_mediane";"LC_nbpi_mediane";"Autres_nbpi_mediane";"total_RP_nbpi_mediane";"PO_<9m²";"LP_<9m²";"LH_<9m²";"LC_<9m²";"Autres_<9m²";"total_RP_<9m²";"PO_10-20m²";"LP_10-20m²";"LH_10-20m²";"LC_10-20m²";"Autres_10-20m²";"total_RP_10-20m²";"PO_20-35m²";"LP_20-35m²";"LH_20-35m²";"LC_20-35m²";"Autres_20-35m²";"total_RP_20-35m²";"PO_35-54m²";"LP_35-54m²";"LH_35-54m²";"LC_35-54m²";"Autres_35-54m²";"total_RP_35-54m²";"PO_55-74m²";"LP_55-74m²";"LH_55-74m²";"LC_55-74m²";"Autres_55-74m²";"total_RP_55-74m²";"PO_75-94m²";"LP_75-94m²";"LH_75-94m²";"LC_75-94m²";"Autres_75-94m²";"total_RP_75-94m²";"PO_>94m²";"LP_>94m²";"LH_>94m²";"LC_>94m²";"Autres_>94m²";"total_RP_>94m²";"PO_surfh_ecart_type";"LP_surfh_ecart_type";"LH_surfh_ecart_type";"LC_surfh_ecart_type";"Autres_surfh_ecart_type";"total_RP_surfh_ecart_type";"PO_surfh_moyenne";"LP_surfh_moyenne";"LH_surfh_moyenne";"LC_surfh_moyenne";"Autres_surfh_moyenne";"total_RP_surfh_moyenne";"PO_surfh_mediane";"LP_surfh_mediane";"LH_surfh_mediane";"LC_surfh_mediane";"Autres_surfh_mediane";"total_RP_surfh_mediane";"PO_<1915";"LP_<1915";"LH_<1915";"LC_<1915";"Autres_<1915";"total_RP_<1915";"PO_1915-1948";"LP_1915-1948";"LH_1915-1948";"LC_1915-1948";"Autres_1915-1948";"total_RP_1915-1948";"PO_1949-1967";"LP_1949-1967";"LH_1949-1967";"LC_1949-1967";"Autres_1949-1967";"total_RP_1949-1967";"PO_1968-1974";"LP_1968-1974";"LH_1968-1974";"LC_1968-1974";"Autres_1968-1974";"total_RP_1968-1974";"PO_1975-1981";"LP_1975-1981";"LH_1975-1981";"LC_1975-1981";"Autres_1975-1981";"total_RP_1975-1981";"PO_1982-1989";"LP_1982-1989";"LH_1982-1989";"LC_1982-1989";"Autres_1982-1989";"total_RP_1982-1989";"PO_1990-1998";"LP_1990-1998";"LH_1990-1998";"LC_1990-1998";"Autres_1990-1998";"total_RP_1990-1998";"PO_>1998";"LP_>1998";"LH_>1998";"LC_>1998";"Autres_>1998";"total_RP_>1998";"PO_acons_ecart_type";"LP_acons_ecart_type";"LH_acons_ecart_type";"LC_acons_ecart_type";"Autres_acons_ecart_type";"total_RP_acons_ecart_type";"PO_acons_moyenne";"LP_acons_moyenne";"LH_acons_moyenne";"LC_acons_moyenne";"Autres_acons_moyenne";"total_RP_acons_moyenne";"PO_acons_mediane";"LP_acons_mediane";"LH_acons_mediane";"LC_acons_mediane";"Autres_acons_mediane";"total_RP_acons_mediane";"PO_ss_conf";"LP_ss_conf";"LH_ss_conf";"LC_ss_conf";"Autres_ss_conf";"total_RP_ss_conf";"PO_conf_partiel";"LP_conf_partiel";"LH_conf_partiel";"LC_conf_partiel";"Autres_conf_partiel";"total_RP_conf_partiel";"PO_tout_conf";"LP_tout_conf";"LH_tout_conf";"LC_tout_conf";"Autres_tout_conf";"total_RP_tout_conf";"PO_cc_1-4";"LP_cc_1-4";"LH_cc_1-4";"LC_cc_1-4";"Autres_cc_1-4";"total_RP_cc_1-4";"PO_cc_5";"LP_cc_5";"LH_cc_5";"LC_cc_5";"Autres_cc_5";"total_RP_cc_5";"PO_cc_6";"LP_cc_6";"LH_cc_6";"LC_cc_6";"Autres_cc_6";"total_RP_cc_6";"PO_cc7-8";"LP_cc7-8";"LH_cc7-8";"LC_cc7-8";"Autres_cc7-8";"total_RP_cc7-8"
"Serra-di-Fiumorbo";"2B277";2019;"122";"26";"0";"s";"s";165;"12";"s";"0";"s";"s";"25";"110";"s";"0";"s";"s";"140";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"21";"s";"s";"0";"0";"s";"37";"47";"s";"0";"s";"s";"60";"s";"s";"0";"0";"0";"23";"s";"0";"0";"0";"s";"s";"1";"1";".";"s";"s";1;"4";"3";".";"s";"s";"3";"4";"3";".";"s";"s";4;"0";"0";"0";0;0;"0";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"22";"s";"s";"0";"s";"s";"22";"23";"s";"0";"s";"s";"36";"s";"s";"0";"0";"s";"67";"39";"28";".";"s";"s";39;"92";"58";".";"s";"s";84;"97";"60";".";"s";"s";83;"15";"s";"0";"0";"s";"29";"s";"0";"0";"0";"s";"s";"s";"s";"0";"s";"s";"15";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"15";"s";"s";"0";"0";"s";"14";"s";"s";"0";"s";"s";"67";"60";"77";".";"s";"s";65;"1972";"1930";".";"s";"s";1963;"1994";"1965";".";"s";"s";1989;"s";"s";"0";"0";"s";"33";"66";"s";"0";"s";"s";"85";"s";"s";"0";"0";"s";"47";"0";"0";"0";"0";"0";"0";"74";"s";"0";"0";"s";"89";"31";"s";"0";"s";"s";"43";"17";"s";"0";"0";"s";"33"
"Silvareccio";"2B280";2019;"44";"s";"0";"s";"s";62;"s";"s";"0";"s";"s";"33";"s";"s";"0";"s";"s";"29";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"12";"s";"s";"0";"s";"s";"16";"s";"s";"0";"0";"s";"11";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"3";"s";".";"s";"s";2;"4";"s";".";"s";"s";"4";"3";"s";".";"s";"s";3;"0";"0";"0";0;0;"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"18";"s";"s";"0";"s";"s";"17";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"14";"66";"s";".";"s";"s";59;"83";"s";".";"s";"s";77;"60";"s";".";"s";"s";60;"s";"s";"0";"s";"s";"51";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"103";"s";".";"s";"s";101;"1815";"s";".";"s";"s";1817;"1800";"s";".";"s";"s";1800;"s";"s";"0";"0";"s";"s";"32";"s";"0";"s";"s";"45";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"43";"0";"0";"0";"0";"s";"s"
"Sisco";"2B281";2019;"339";"148";"0";"0";"25";512;"86";"s";"0";"0";"s";"177";"253";"s";"0";"0";"s";"335";"23";"s";"0";"0";"s";"41";"45";"s";"0";"0";"s";"84";"83";"s";"0";"0";"s";"145";"104";"s";"0";"0";"s";"132";"55";"s";"0";"0";"s";"68";"29";"s";"0";"0";"s";"42";"2";"1";".";".";"2";2;"4";"3";".";".";"4";"4";"4";"3";".";".";"3";3;"0";"0";"0";0;0;"0";"s";"s";"0";"0";"s";"s";"24";"s";"0";"0";"s";"s";"55";"s";"0";"0";"s";"103";"s";"44";"0";"0";"s";"90";"50";"s";"0";"0";"s";"78";"161";"s";"0";"0";"s";"192";"51";"31";".";".";"48";48;"94";"67";".";".";"78";85;"90";"60";".";".";"70";78;"77";"s";"0";"0";"s";"140";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"29";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"41";"s";"s";"0";"0";"s";"51";"s";"s";"0";"0";"s";"44";"114";"s";"0";"0";"s";"176";"77";"88";".";".";"93";82;"1955";"1943";".";".";"1888";1948;"1985";"1984";".";".";"1900";1983;"30";"s";"0";"0";"s";"54";"211";"s";"0";"0";"s";"324";"98";"s";"0";"0";"s";"134";"s";"0";"0";"0";"0";"s";"231";"s";"0";"0";"s";"327";"87";"s";"0";"0";"s";"157";"s";"s";"0";"0";"s";"17"
"Solaro";"2B283";2019;"256";"s";"0";"0";"s";351;"s";"s";"0";"0";"s";"56";"s";"s";"0";"0";"s";"295";"s";"s";"0";"0";"s";"17";"26";"s";"0";"0";"s";"44";"51";"s";"0";"0";"s";"78";"101";"s";"0";"0";"s";"130";"s";"s";"0";"0";"0";"67";"s";"s";"0";"0";"0";"15";"1";"s";".";".";"s";1;"4";"s";".";".";"s";"4";"4";"s";".";".";"s";4;"0";"0";"0";0;0;"0";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"20";"s";"0";"0";"s";"36";"25";"s";"0";"0";"s";"39";"56";"s";"0";"0";"s";"80";"142";"s";"0";"0";"s";"171";"41";"s";".";".";"s";41;"102";"s";".";".";"s";95;"99";"s";".";".";"s";93;"s";"s";"0";"0";"s";"26";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"18";"s";"s";"0";"0";"0";"48";"65";"14";"0";"0";"0";"79";"33";"15";"0";"0";"0";"48";"78";"s";"0";"0";"s";"114";"36";"s";".";".";"s";40;"1983";"s";".";".";"s";1981;"1987";"s";".";".";"s";1988;"s";"s";"0";"0";"s";"s";"165";"s";"0";"0";"s";"222";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"68";"166";"s";"0";"0";"s";"231";"28";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s"
"Sorbo-Ocagnano";"2B286";2019;"243";"s";"0";"s";"s";387;"s";"s";"0";"s";"s";"156";"s";"s";"0";"s";"s";"231";"s";"s";"0";"0";"s";"22";"s";"36";"0";"s";"s";"59";"s";"57";"0";"s";"s";"119";"95";"s";"0";"s";"s";"113";"s";"s";"0";"0";"s";"52";"s";"s";"0";"0";"s";"22";"1";"s";".";"s";"s";1;"4";"s";".";"s";"s";"4";"4";"s";".";"s";"s";3;"0";"0";"0";0;0;"0";"s";"s";"0";"0";"0";"s";"s";"11";"0";"0";"s";"s";"s";"s";"0";"0";"s";"70";"s";"37";"0";"s";"0";"71";"49";"s";"0";"s";"s";"74";"125";"s";"0";"s";"s";"142";"49";"s";".";"s";"s";48;"100";"s";".";"s";"s";87;"96";"s";".";"s";"s";80;"s";"35";"0";"s";"s";"80";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"47";"s";"s";"0";"0";"0";"40";"95";"s";"0";"s";"s";"151";"87";"s";".";"s";"s";103;"1961";"s";".";"s";"s";1946;"1991";"s";".";"s";"s";1989;"s";"s";"0";"s";"s";"43";"168";"s";"0";"s";"s";"247";"s";"s";"0";"0";"s";"97";"s";"0";"0";"0";"0";"s";"190";"s";"0";"s";"s";"270";"s";"39";"0";"0";"s";"85";"s";"s";"0";"s";"s";"s"
"Sorio";"2B287";2019;"s";"18";"0";"s";"s";58;"12";"s";"0";"s";"s";"s";"15";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"16";"s";"s";"0";"s";"s";"17";"s";"s";"0";"0";"s";"13";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"2";".";"s";"s";2;"s";"3";".";"s";"s";"3";"s";"3";".";"s";"s";3;"0";"0";"0";0;0;"0";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"13";"s";"s";"0";"s";"s";"15";"s";"s";"0";"0";"s";"17";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"27";".";"s";"s";35;"s";"46";".";"s";"s";56;"s";"44";".";"s";"s";50;"14";"s";"0";"s";"s";"40";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"106";".";"s";"s";113;"s";"1819";".";"s";"s";1828;"s";"1800";".";"s";"s";1800;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"24";"s";"s";"0";"0";"s";"s"
"Soveria";"2B289";2019;"s";"s";"0";"s";"s";47;"s";"s";"0";"s";"s";"15";"s";"s";"0";"s";"s";"32";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"11";"s";"s";"0";"0";"0";"12";"s";"0";"0";"0";"0";"s";"s";"s";".";"s";"s";2;"s";"s";".";"s";"s";"4";"s";"s";".";"s";"s";4;"0";"0";"0";0;0;"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";".";"s";"s";65;"s";"s";".";"s";"s";101;"s";"s";".";"s";"s";99;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"0";"34";"s";"s";".";"s";"s";121;"s";"s";".";"s";"s";1957;"s";"s";".";"s";"s";2008;"0";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"27";"s";"0";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"s";"s"
"Speloncato";"2B290";2019;"82";"25";"0";"s";"s";127;"30";"s";"0";"s";"s";"58";"52";"s";"0";"s";"s";"69";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"20";"27";"s";"0";"s";"s";"43";"s";"s";"0";"0";"s";"36";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"12";"2";"1";".";"s";"s";1;"4";"3";".";"s";"s";"4";"4";"3";".";"s";"s";3;"0";"0";"0";0;0;"0";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"17";"s";"0";"s";"s";"28";"s";"s";"0";"s";"s";"26";"s";"s";"0";"0";"s";"41";"44";"29";".";"s";"s";40;"91";"66";".";"s";"s";82;"84";"65";".";"s";"s";78;"40";"s";"0";"s";"s";"70";"s";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"15";"s";"s";"0";"0";"s";"28";"155";"141";".";"s";"s";153;"1873";"1846";".";"s";"s";1858;"1945";"1800";".";"s";"s";1900;"s";"s";"0";"0";"s";"14";"63";"13";"0";"s";"s";"90";"s";"s";"0";"0";"s";"23";"s";"0";"0";"0";"0";"s";"41";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"68";"s";"s";"0";"0";"s";"s"
"Stazzona";"2B291";2019;"s";"s";"0";"0";"s";NA;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";".";".";"s";4;"s";"s";".";".";"s";"5";"s";"s";".";".";"s";5;"0";"0";"0";0;0;"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";".";".";"s";79;"s";"s";".";".";"s";93;"s";"s";".";".";"s";70;"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";".";".";"s";66;"s";"s";".";".";"s";1787;"s";"s";".";".";"s";1800;"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s"
"Sant'Andréa-di-Bozio";"2B292";2019;"s";"s";"0";"s";"s";43;"s";"s";"0";"s";"s";"19";"s";"s";"0";"s";"s";"24";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"s";"0";"16";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";".";"s";"s";1;"s";"s";".";"s";"s";"3";"s";"s";".";"s";"s";3;"0";"0";"0";0;0;"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"16";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";".";"s";"s";28;"s";"s";".";"s";"s";66;"s";"s";".";"s";"s";60;"s";"s";"0";"0";"s";"31";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"s";"0";"s";"s";"s";".";"s";"s";118;"s";"s";".";"s";"s";1833;"s";"s";".";"s";"s";1800;"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"19";"s";"0";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"25"
"Sant'Andréa-di-Cotone";"2B293";2019;"69";"16";"0";"s";"s";100;"s";"s";"0";"s";"s";"51";"s";"s";"0";"s";"s";"49";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"s";"16";"18";"s";"0";"s";"s";"33";"s";"s";"0";"0";"0";"23";"s";"s";"0";"s";"s";"14";"s";"s";"0";"s";"s";"s";"1";"1";".";"s";"s";1;"3";"4";".";"s";"s";"3";"3";"3";".";"s";"s";3;"0";"0";"0";0;0;"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"17";"s";"s";"0";"s";"s";"24";"s";"s";"0";"s";"s";"15";"s";"s";"0";"s";"s";"33";"48";"55";".";"s";"s";46;"85";"78";".";"s";"s";82;"78";"65";".";"s";"s";72;"30";"s";"0";"s";"s";"49";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"0";"23";"139";"145";".";"s";"s";139;"1872";"1833";".";"s";"s";1861;"1972";"1750";".";"s";"s";1919;"s";"s";"0";"0";"0";"s";"50";"s";"0";"s";"s";"67";"s";"s";"0";"s";"0";"s";"0";"s";"0";"0";"0";"s";"43";"s";"0";"s";"s";"58";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s"
"Sant'Antonino";"2B296";2019;"41";"s";"0";"s";"s";54;"s";"s";"0";"s";"s";"25";"s";"s";"0";"s";"s";"29";"s";"s";"0";"s";"0";"s";"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"s";"0";"12";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"2";"s";".";"s";"s";2;"4";"s";".";"s";"s";"3";"4";"s";".";"s";"s";3;"0";"0";"0";0;0;"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"0";"12";"s";"s";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"19";"59";"s";".";"s";"s";56;"87";"s";".";"s";"s";77;"86";"s";".";"s";"s";57;"s";"s";"0";"s";"0";"32";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"134";"s";".";"s";"s";132;"1880";"s";".";"s";"s";1868;"1900";"s";".";"s";"s";1900;"s";"s";"0";"s";"0";"s";"s";"s";"0";"s";"0";"35";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"29";"0";"s";"0";"s";"0";"s"
"San-Damiano";"2B297";2019;"s";"s";"0";"s";"s";26;"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"s";"s";".";"s";"s";1;"s";"s";".";"s";"s";"3";"s";"s";".";"s";"s";3;"0";"0";"0";0;0;"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";".";"s";"s";33;"s";"s";".";"s";"s";64;"s";"s";".";"s";"s";58;"s";"s";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"s";"s";".";"s";"s";128;"s";"s";".";"s";"s";1810;"s";"s";".";"s";"s";1734;"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s"
"Saint-Florent";"2B298";2019;"434";"200";"s";"s";"s";742;"247";"s";"s";"s";"s";"508";"187";"s";"s";"s";"s";"234";"s";"s";"0";"0";"s";"46";"69";"70";"s";"s";"s";"154";"105";"65";"s";"0";"s";"213";"137";"32";"22";"s";"s";"204";"59";"s";"s";"0";"s";"77";"s";"s";"0";"0";"s";"48";"1";"1";"1";"s";"s";1;"4";"3";"3";"s";"s";"3";"4";"3";"3";"s";"s";3;"0";"0";"0";0;0;"0";"s";"s";"0";"0";"s";"s";"s";"s";"s";"0";"s";"s";"65";"54";"s";"0";"s";"148";"81";"61";"s";"s";"s";"177";"77";"35";"s";"s";"s";"136";"181";"24";"0";"0";"13";"218";"48";"29";"15";"s";"s";43;"93";"64";"62";"s";"s";82;"85";"61";"67";"s";"s";72;"52";"s";"0";"0";"s";"84";"s";"s";"0";"0";"s";"30";"35";"s";"s";"0";"s";"69";"50";"s";"0";"0";"s";"76";"s";"s";"0";"0";"s";"47";"68";"s";"0";"s";"s";"97";"72";"s";"s";"0";"s";"142";"108";"s";"0";"0";"s";"189";"91";"81";"11";"s";"s";86;"1958";"1962";"1982";"s";"s";1961;"1985";"1989";"1990";"s";"s";1985;"s";"s";"0";"0";"s";"16";"260";"135";"s";"0";"s";"443";"s";"s";"s";"s";"s";"283";"s";"s";"0";"0";"0";"11";"367";"158";"0";"s";"s";"558";"42";"27";"s";"0";"s";"141";"s";"s";"0";"0";"s";"32"
"San-Gavino-d'Ampugnani";"2B299";2019;"37";"s";"0";"0";"s";48;"s";"s";"0";"0";"s";"22";"s";"s";"0";"0";"s";"26";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"11";"s";"s";"0";"0";"s";"13";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"2";"s";".";".";"s";2;"4";"s";".";".";"s";"4";"4";"s";".";".";"s";4;"0";"0";"0";0;0;"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"55";"s";".";".";"s";51;"84";"s";".";".";"s";78;"70";"s";".";".";"s";70;"s";"s";"0";"0";"s";"25";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"120";"s";".";".";"s";127;"1890";"s";".";".";"s";1877;"1958";"s";".";".";"s";1900;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"30";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"24";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s"
